true_label,risk_score,classification,severity,ae_flagged,km_flagged
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
RECON-HOSTDISCOVERY,0.2373,KNOWN,LOW,False,False
DOS-HTTP_FLOOD,0.3008,KNOWN,LOW,True,False
VULNERABILITYSCAN,0.0097,KNOWN,LOW,False,False
DDOS-SYN_FLOOD,0.3854,SUSPECT,MEDIUM,True,False
VULNERABILITYSCAN,0.1081,KNOWN,LOW,False,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-UDP_FLOOD,0.3488,SUSPECT,MEDIUM,True,False
DOS-UDP_FLOOD,0.4718,ROGUE,HIGH,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-SYN_FLOOD,0.5244,ROGUE,HIGH,True,False
DOS-UDP_FLOOD,0.3,KNOWN,LOW,True,False
DOS-UDP_FLOOD,0.3,KNOWN,LOW,True,False
DOS-SYN_FLOOD,0.5482,ROGUE,HIGH,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
RECON-HOSTDISCOVERY,0.4404,SUSPECT,MEDIUM,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
BENIGN,0.2218,KNOWN,LOW,False,False
DOS-UDP_FLOOD,0.3035,KNOWN,LOW,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DOS-SYN_FLOOD,0.542,ROGUE,HIGH,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
RECON-OSSCAN,0.499,ROGUE,HIGH,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DOS-SYN_FLOOD,0.5574,ROGUE,HIGH,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.5531,ROGUE,HIGH,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-SYN_FLOOD,0.4666,ROGUE,HIGH,True,False
DDOS-TCP_FLOOD,0.4353,SUSPECT,MEDIUM,True,False
DDOS-TCP_FLOOD,0.4495,ROGUE,HIGH,True,False
DOS-TCP_FLOOD,0.397,SUSPECT,MEDIUM,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DOS-UDP_FLOOD,0.3315,SUSPECT,MEDIUM,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.4835,ROGUE,HIGH,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DICTIONARYBRUTEFORCE,0.0738,KNOWN,LOW,False,False
DNS_SPOOFING,0.1189,KNOWN,LOW,False,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.5395,ROGUE,HIGH,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-TCP_FLOOD,0.4345,SUSPECT,MEDIUM,True,False
DOS-TCP_FLOOD,0.4644,ROGUE,HIGH,True,False
MIRAI-UDPPLAIN,0.3001,KNOWN,LOW,True,False
RECON-PORTSCAN,0.23,KNOWN,LOW,False,False
DDOS-SYN_FLOOD,0.5509,ROGUE,HIGH,True,False
DNS_SPOOFING,0.0964,KNOWN,LOW,False,False
DDOS-TCP_FLOOD,0.4846,ROGUE,HIGH,True,False
DOS-TCP_FLOOD,0.3838,SUSPECT,MEDIUM,True,False
DDOS-SYN_FLOOD,0.5462,ROGUE,HIGH,True,False
DDOS-UDP_FLOOD,0.4517,ROGUE,HIGH,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-SYN_FLOOD,0.5594,ROGUE,HIGH,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.3,KNOWN,LOW,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.4343,SUSPECT,MEDIUM,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
BENIGN,0.0454,KNOWN,LOW,False,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DOS-HTTP_FLOOD,0.3122,SUSPECT,MEDIUM,True,False
BENIGN,0.0837,KNOWN,LOW,False,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DDOS-SYN_FLOOD,0.5121,ROGUE,HIGH,True,False
DDOS-UDP_FLOOD,0.4507,ROGUE,HIGH,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
MITM-ARPSPOOFING,0.0105,KNOWN,LOW,False,False
DOS-UDP_FLOOD,0.4282,SUSPECT,MEDIUM,True,False
DNS_SPOOFING,0.0528,KNOWN,LOW,False,False
BENIGN,0.249,KNOWN,LOW,False,False
DDOS-SYNONYMOUSIP_FLOOD,0.5551,ROGUE,HIGH,True,False
MITM-ARPSPOOFING,0.1299,KNOWN,LOW,False,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DOS-UDP_FLOOD,0.4353,SUSPECT,MEDIUM,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-SYN_FLOOD,0.5489,ROGUE,HIGH,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
MITM-ARPSPOOFING,0.0094,KNOWN,LOW,False,False
RECON-OSSCAN,0.5288,ROGUE,HIGH,True,False
DOS-TCP_FLOOD,0.3196,SUSPECT,MEDIUM,True,False
BENIGN,0.0574,KNOWN,LOW,False,False
DDOS-SYNONYMOUSIP_FLOOD,0.5494,ROGUE,HIGH,True,False
DOS-UDP_FLOOD,0.4507,ROGUE,HIGH,True,False
DDOS-SYN_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.3573,SUSPECT,MEDIUM,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
RECON-PORTSCAN,0.6451,ROGUE,HIGH,True,True
MITM-ARPSPOOFING,0.0776,KNOWN,LOW,False,False
DDOS-SYNONYMOUSIP_FLOOD,0.4703,ROGUE,HIGH,True,False
DNS_SPOOFING,0.3069,KNOWN,LOW,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.4681,ROGUE,HIGH,True,False
DOS-TCP_FLOOD,0.4832,ROGUE,HIGH,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DDOS-SYN_FLOOD,0.4846,ROGUE,HIGH,True,False
DOS-UDP_FLOOD,0.4721,ROGUE,HIGH,True,False
VULNERABILITYSCAN,0.0631,KNOWN,LOW,False,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
MITM-ARPSPOOFING,0.1298,KNOWN,LOW,False,False
DOS-UDP_FLOOD,0.3207,SUSPECT,MEDIUM,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
RECON-OSSCAN,0.1776,KNOWN,LOW,False,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
MITM-ARPSPOOFING,0.3044,KNOWN,LOW,True,False
DDOS-SLOWLORIS,0.3,KNOWN,LOW,True,False
BENIGN,0.1038,KNOWN,LOW,False,False
BENIGN,0.0959,KNOWN,LOW,False,False
DOS-TCP_FLOOD,0.3614,SUSPECT,MEDIUM,True,False
DOS-UDP_FLOOD,0.3,KNOWN,LOW,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DOS-SYN_FLOOD,0.5399,ROGUE,HIGH,True,False
DOS-UDP_FLOOD,0.4288,SUSPECT,MEDIUM,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
BENIGN,0.405,SUSPECT,MEDIUM,False,True
DOS-SYN_FLOOD,0.5468,ROGUE,HIGH,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
RECON-HOSTDISCOVERY,0.5579,ROGUE,HIGH,True,False
VULNERABILITYSCAN,0.5161,ROGUE,HIGH,False,True
DOS-UDP_FLOOD,0.4911,ROGUE,HIGH,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.4736,ROGUE,HIGH,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-TCP_FLOOD,0.3838,SUSPECT,MEDIUM,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
RECON-PORTSCAN,0.493,ROGUE,HIGH,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
MIRAI-GREIP_FLOOD,0.3001,KNOWN,LOW,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.5566,ROGUE,HIGH,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DDOS-TCP_FLOOD,0.4769,ROGUE,HIGH,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.4994,ROGUE,HIGH,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
RECON-PORTSCAN,0.536,ROGUE,HIGH,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
VULNERABILITYSCAN,0.428,SUSPECT,MEDIUM,True,False
DDOS-SYN_FLOOD,0.467,ROGUE,HIGH,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.547,ROGUE,HIGH,True,False
DDOS-TCP_FLOOD,0.3735,SUSPECT,MEDIUM,True,False
DDOS-ICMP_FRAGMENTATION,0.7623,ROGUE,CRITICAL,True,True
DNS_SPOOFING,0.065,KNOWN,LOW,False,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-SYN_FLOOD,0.5315,ROGUE,HIGH,True,False
DOS-SYN_FLOOD,0.547,ROGUE,HIGH,True,False
DDOS-SLOWLORIS,0.3003,KNOWN,LOW,True,False
VULNERABILITYSCAN,0.2431,KNOWN,LOW,False,False
DDOS-TCP_FLOOD,0.4914,ROGUE,HIGH,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.5537,ROGUE,HIGH,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DOS-SYN_FLOOD,0.5287,ROGUE,HIGH,True,False
DDOS-TCP_FLOOD,0.4377,SUSPECT,MEDIUM,True,False
VULNERABILITYSCAN,0.0896,KNOWN,LOW,False,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DDOS-TCP_FLOOD,0.3837,SUSPECT,MEDIUM,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
RECON-HOSTDISCOVERY,0.304,KNOWN,LOW,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.5166,ROGUE,HIGH,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
BENIGN,0.1574,KNOWN,LOW,False,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-UDP_FLOOD,0.3417,SUSPECT,MEDIUM,True,False
DOS-TCP_FLOOD,0.4542,ROGUE,HIGH,True,False
DDOS-SYN_FLOOD,0.5487,ROGUE,HIGH,True,False
DOS-TCP_FLOOD,0.4901,ROGUE,HIGH,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DOS-UDP_FLOOD,0.3,KNOWN,LOW,True,False
DOS-SYN_FLOOD,0.5373,ROGUE,HIGH,True,False
DOS-UDP_FLOOD,0.4788,ROGUE,HIGH,True,False
DDOS-UDP_FLOOD,0.3612,SUSPECT,MEDIUM,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.3716,SUSPECT,MEDIUM,True,False
DNS_SPOOFING,0.1136,KNOWN,LOW,False,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-UDP_FLOOD,0.4911,ROGUE,HIGH,True,False
DOS-SYN_FLOOD,0.5359,ROGUE,HIGH,True,False
DDOS-SYN_FLOOD,0.4465,ROGUE,HIGH,True,False
DDOS-SYN_FLOOD,0.5556,ROGUE,HIGH,True,False
DDOS-SYN_FLOOD,0.3016,KNOWN,LOW,True,False
DOS-UDP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
RECON-OSSCAN,0.8356,ROGUE,CRITICAL,True,True
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
BENIGN,0.1543,KNOWN,LOW,False,False
DDOS-SYNONYMOUSIP_FLOOD,0.4685,ROGUE,HIGH,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
VULNERABILITYSCAN,0.1233,KNOWN,LOW,False,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.4526,ROGUE,HIGH,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-SYN_FLOOD,0.4458,ROGUE,HIGH,True,False
DDOS-UDP_FLOOD,0.4837,ROGUE,HIGH,True,False
VULNERABILITYSCAN,0.0508,KNOWN,LOW,False,False
DDOS-UDP_FRAGMENTATION,0.31,SUSPECT,MEDIUM,True,False
DNS_SPOOFING,0.0292,KNOWN,LOW,False,False
DDOS-SYNONYMOUSIP_FLOOD,0.5575,ROGUE,HIGH,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-SYN_FLOOD,0.4351,SUSPECT,MEDIUM,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
MITM-ARPSPOOFING,0.2184,KNOWN,LOW,False,False
DOS-UDP_FLOOD,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.4589,ROGUE,HIGH,True,False
MITM-ARPSPOOFING,0.1853,KNOWN,LOW,False,False
DDOS-SYNONYMOUSIP_FLOOD,0.5418,ROGUE,HIGH,True,False
VULNERABILITYSCAN,0.0926,KNOWN,LOW,False,False
DDOS-SYN_FLOOD,0.4745,ROGUE,HIGH,True,False
BENIGN,0.158,KNOWN,LOW,False,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-UDP_FLOOD,0.4911,ROGUE,HIGH,True,False
DDOS-UDP_FLOOD,0.4764,ROGUE,HIGH,True,False
DOS-SYN_FLOOD,0.512,ROGUE,HIGH,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-TCP_FLOOD,0.3971,SUSPECT,MEDIUM,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-UDP_FLOOD,0.4911,ROGUE,HIGH,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.49,ROGUE,HIGH,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.3541,SUSPECT,MEDIUM,True,False
DNS_SPOOFING,0.19,KNOWN,LOW,False,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
BENIGN,0.0448,KNOWN,LOW,False,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
BENIGN,0.0357,KNOWN,LOW,False,False
DDOS-SYN_FLOOD,0.5559,ROGUE,HIGH,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DOS-UDP_FLOOD,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.3004,KNOWN,LOW,True,False
DDOS-SYN_FLOOD,0.4767,ROGUE,HIGH,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-SYN_FLOOD,0.4801,ROGUE,HIGH,True,False
DDOS-UDP_FLOOD,0.4555,ROGUE,HIGH,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-SYN_FLOOD,0.5141,ROGUE,HIGH,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DNS_SPOOFING,0.0506,KNOWN,LOW,False,False
DDOS-TCP_FLOOD,0.4963,ROGUE,HIGH,True,False
DDOS-SYN_FLOOD,0.5594,ROGUE,HIGH,True,False
DOS-SYN_FLOOD,0.3859,SUSPECT,MEDIUM,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.3815,SUSPECT,MEDIUM,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.5484,ROGUE,HIGH,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-UDP_FLOOD,0.4321,SUSPECT,MEDIUM,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DOS-SYN_FLOOD,0.5449,ROGUE,HIGH,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DDOS-HTTP_FLOOD,0.3,KNOWN,LOW,True,False
VULNERABILITYSCAN,0.351,SUSPECT,MEDIUM,True,False
RECON-OSSCAN,0.2511,KNOWN,LOW,False,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-SYN_FLOOD,0.4907,ROGUE,HIGH,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DNS_SPOOFING,0.3584,SUSPECT,MEDIUM,True,False
MITM-ARPSPOOFING,0.2098,KNOWN,LOW,False,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DOS-UDP_FLOOD,0.4029,SUSPECT,MEDIUM,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DDOS-TCP_FLOOD,0.4359,SUSPECT,MEDIUM,True,False
MITM-ARPSPOOFING,0.3095,SUSPECT,MEDIUM,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
VULNERABILITYSCAN,0.117,KNOWN,LOW,False,False
MITM-ARPSPOOFING,0.0951,KNOWN,LOW,False,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DOS-UDP_FLOOD,0.3,KNOWN,LOW,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.4659,ROGUE,HIGH,True,False
DDOS-TCP_FLOOD,0.487,ROGUE,HIGH,True,False
DOS-UDP_FLOOD,0.4722,ROGUE,HIGH,True,False
VULNERABILITYSCAN,0.1818,KNOWN,LOW,False,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DOS-UDP_FLOOD,0.4517,ROGUE,HIGH,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DOS-SYN_FLOOD,0.4365,SUSPECT,MEDIUM,True,False
DOS-SYN_FLOOD,0.5493,ROGUE,HIGH,True,False
DOS-TCP_FLOOD,0.3003,KNOWN,LOW,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-SYN_FLOOD,0.4433,ROGUE,HIGH,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DOS-SYN_FLOOD,0.491,ROGUE,HIGH,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.5409,ROGUE,HIGH,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DNS_SPOOFING,0.0001,KNOWN,LOW,False,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
MITM-ARPSPOOFING,0.131,KNOWN,LOW,False,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
MITM-ARPSPOOFING,0.0876,KNOWN,LOW,False,False
DOS-SYN_FLOOD,0.5282,ROGUE,HIGH,True,False
MITM-ARPSPOOFING,0.0269,KNOWN,LOW,False,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
VULNERABILITYSCAN,0.4318,SUSPECT,MEDIUM,True,False
DNS_SPOOFING,0.3484,SUSPECT,MEDIUM,True,False
RECON-OSSCAN,0.2007,KNOWN,LOW,False,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
RECON-PORTSCAN,0.3049,KNOWN,LOW,True,False
MITM-ARPSPOOFING,0.2424,KNOWN,LOW,False,False
DDOS-UDP_FLOOD,0.3735,SUSPECT,MEDIUM,True,False
MITM-ARPSPOOFING,0.824,ROGUE,CRITICAL,True,True
RECON-HOSTDISCOVERY,0.4264,SUSPECT,MEDIUM,True,False
DOS-UDP_FLOOD,0.3,KNOWN,LOW,True,False
DOS-SYN_FLOOD,0.5435,ROGUE,HIGH,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-TCP_FLOOD,0.4645,ROGUE,HIGH,True,False
BENIGN,0.2537,KNOWN,LOW,False,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-SYN_FLOOD,0.5609,ROGUE,HIGH,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
VULNERABILITYSCAN,0.139,KNOWN,LOW,False,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.3207,SUSPECT,MEDIUM,True,False
DDOS-SYN_FLOOD,0.5188,ROGUE,HIGH,True,False
DOS-UDP_FLOOD,0.4739,ROGUE,HIGH,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DDOS-UDP_FLOOD,0.4743,ROGUE,HIGH,True,False
DOS-TCP_FLOOD,0.3866,SUSPECT,MEDIUM,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-TCP_FLOOD,0.4723,ROGUE,HIGH,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-TCP_FLOOD,0.3781,SUSPECT,MEDIUM,True,False
DDOS-SYN_FLOOD,0.518,ROGUE,HIGH,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DDOS-UDP_FLOOD,0.3988,SUSPECT,MEDIUM,True,False
RECON-PORTSCAN,0.5753,ROGUE,HIGH,True,False
DOS-TCP_FLOOD,0.4993,ROGUE,HIGH,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.4363,SUSPECT,MEDIUM,True,False
DDOS-SYN_FLOOD,0.4658,ROGUE,HIGH,True,False
